,name,Marka,GENEL BİLGİLER - Ürün Amacı,GPU Modeli,CPU Modeli,RAM Boyutu,Dokunmatik Ekran,Ekran Boyutu,Çözünürlük X,Çözünürlük Y,Yenileme Hz,price,G3D_L1,G3D_L2,G3D_L3,G3D_L4,GPU_PassMark_G3D,CPU_PassMark
0,MSI Raider A18 HX A9WJG-091TR,MSI,Oyun,NVIDIA GeForce RTX 5090 175 W,AMD Ryzen 9 9955HX3D,64.0,False,18.0,3840,2400,120.0,233999.0,,,29521.0,,29521.0,61273.0
1,Asus ROG Strix Scar 18 G835LX-SA152W,Asus,Oyun,NVIDIA GeForce RTX 5090,Intel Core Ultra 9 275HX,64.0,False,18.0,2560,1600,240.0,264999.0,,39411.0,,,39411.0,56321.0
2,MSI Raider A18 HX A9WIG-092TR,MSI,Oyun,NVIDIA GeForce RTX 5080 175 W,AMD Ryzen 9 9955HX3D,64.0,False,18.0,3840,2400,120.0,185199.19,,,27371.0,,27371.0,61273.0
3,MSI Stealth 18 HX AI A2XWIG-021TR,MSI,Oyun,NVIDIA GeForce RTX 5080 175 W,Intel Core Ultra 9 275HX,64.0,False,18.0,3840,2400,120.0,182599.0,,,27371.0,,27371.0,56321.0
4,MSI Titan 18 HX Dragon Edition Norse Myth A2XWJG-272TR,MSI,Oyun,NVIDIA GeForce RTX 5090 175 W,Intel Core Ultra 9 285HX,96.0,False,18.0,3840,2400,120.0,353749.0,,,29521.0,,29521.0,61770.0
5,MSI Titan 18 HX AI A2XWJG-217TR,MSI,Oyun,NVIDIA GeForce RTX 5090 175 W,Intel Core Ultra 9 285HX,96.0,False,18.0,3840,2400,120.0,351359.04,,,29521.0,,29521.0,61770.0
6,MSI CreatorPro X18 HX A14VMG-484TR,MSI,İş/Mobil,NVIDIA RTX 5000 Ada Generation 175W,Intel Core i9-14900HX,128.0,False,18.0,3840,2400,120.0,330102.02,,,23599.0,,23599.0,45196.0
7,MSI Titan 18 HX AI A2XWJG-620TR,MSI,Oyun,NVIDIA GeForce RTX 5090 175 W,Intel Core Ultra 9 285HX,64.0,False,18.0,3840,2400,120.0,287299.0,,,29521.0,,29521.0,61770.0
8,MSI Raider 18 HX AI A2XWJG-215TR,MSI,Oyun,NVIDIA GeForce RTX 5090 175 W,Intel Core Ultra 9 285HX,64.0,False,18.0,3840,2400,120.0,224999.0,,,29521.0,,29521.0,61770.0
9,Asus ROG Strix SCAR 16 G635LX-RW141W,Asus,Oyun,NVIDIA GeForce RTX 5090,Intel Core Ultra 9 275HX,32.0,False,16.0,2560,1600,240.0,213752.0,,39411.0,,,39411.0,56321.0
10,MSI Raider 18 HX AI A2XWIG-218TR,MSI,Oyun,NVIDIA GeForce RTX 5080 175 W,Intel Core Ultra 9 285HX,64.0,False,18.0,3840,2400,120.0,187179.02,,,27371.0,,27371.0,61770.0
11,HP OMEN MAX Gaming 16-ah0004nt (B92QMEA),HP,Oyun,NVIDIA GeForce RTX 5090,Intel Core Ultra 9 275HX,64.0,False,16.0,2560,1600,240.0,156799.02,,39411.0,,,39411.0,56321.0
12,HP OMEN MAX Gaming 16-ah0001nt (B8SK8EA),HP,Oyun,NVIDIA GeForce RTX 5090,Intel Core Ultra 9 275HX,64.0,False,16.0,2560,1600,240.0,165259.43,,39411.0,,,39411.0,56321.0
13,Lenovo ThinkBook 16p G5 21N50024TR-58,Lenovo,İş/Mobil,NVIDIA GeForce RTX 4060,Intel Core i9-14900HX,96.0,False,16.0,3200,2000,165.0,142454.56,,19544.0,,,19544.0,45196.0
14,MSI CreatorPro X17HX A13VKS-211TR,MSI,İş/Mobil,NVIDIA RTX 3500 Ada Generation 140W,Intel Core i9-13980HX,64.0,False,17.3,3840,2160,144.0,171689.03,,,19708.0,,19708.0,46333.0
15,Monster Semruk S6 V1.1.3,Monster,Oyun,NVIDIA GeForce RTX 5080 175 W,Intel Core Ultra 9 275HX,64.0,False,16.0,2560,1600,300.0,220000.0,,,27371.0,,27371.0,56321.0
16,HP OMEN MAX Gaming 16-ah0010nt (B92QREA),HP,Oyun,NVIDIA GeForce RTX 5080,Intel Core Ultra 9 275HX,64.0,False,16.0,2560,1600,240.0,128529.65,,36430.0,,,36430.0,56321.0
17,MSI Stealth 18 HX AI A2XWHG-024TR,MSI,Oyun,NVIDIA GeForce RTX 5070 Ti 140W,Intel Core Ultra 9 275HX,32.0,False,18.0,2560,1600,240.0,156999.0,,,21966.5,,21966.5,56321.0
18,Lenovo ThinkBook 16p G5 21N50024TRA36,Lenovo,İş/Mobil,NVIDIA GeForce RTX 4060,Intel Core i9-14900HX,64.0,False,16.0,3200,2000,165.0,104879.04,,19544.0,,,19544.0,45196.0
19,Lenovo ThinkBook 16p G5 21N50024TRA33,Lenovo,İş/Mobil,NVIDIA GeForce RTX 4060,Intel Core i9-14900HX,64.0,False,16.0,3200,2000,165.0,104879.04,,19544.0,,,19544.0,45196.0
20,Casper Excalibur G920.1490-EN90H-E,Casper,Oyun,NVIDIA GeForce RTX 5090 175 W,Intel Core i9-14900HX,64.0,False,16.0,2560,1600,300.0,178188.03,,,29521.0,,29521.0,45196.0
21,Asus ROG Strix SCAR 16 G635LW-RW138,Asus,Oyun,NVIDIA GeForce RTX 5080,Intel Core Ultra 9 275HX,32.0,False,16.0,2560,1600,240.0,162999.48,,36430.0,,,36430.0,56321.0
22,Lenovo ThinkPad P16 G2 TP21FA000UTX21,Lenovo,İş/Mobil,NVIDIA RTX A4000,Intel Core i7-13850HX,64.0,False,16.0,2560,1600,165.0,194299.98,,19462.0,,,19462.0,36621.0
23,HP OMEN MAX Gaming 16-ah0012nt (B8SQ7EA),HP,Oyun,NVIDIA GeForce RTX 5080,Intel Core Ultra 9 275HX,64.0,False,16.0,1920,1200,165.0,132599.0,,36430.0,,,36430.0,56321.0
24,Lenovo ThinkPad P16 G2 TP21FA000UTX12,Lenovo,İş/Mobil,NVIDIA RTX A4000,Intel Core i7-13850HX,128.0,False,16.0,2560,1600,165.0,205307.89,,19462.0,,,19462.0,36621.0
25,Asus ROG Strix SCAR 16 G635LX-RW145,Asus,Oyun,NVIDIA GeForce RTX 5090,Intel Core Ultra 9 275HX,32.0,False,16.0,2560,1600,240.0,191736.02,,39411.0,,,39411.0,56321.0
26,Lenovo ThinkBook 16p G5 21N50024TR-28,Lenovo,İş/Mobil,NVIDIA GeForce RTX 4060,Intel Core i9-14900HX,96.0,False,16.0,3200,2000,165.0,138939.04,,19544.0,,,19544.0,45196.0
27,Lenovo Legion 9 83AG000NTR,Lenovo,Oyun,NVIDIA GeForce RTX 4090 175W,Intel Core i9-13980HX,64.0,False,16.0,3200,2000,165.0,189999.01,,,27214.0,,27214.0,46333.0
28,HP OMEN MAX Gaming 16-ah0022nt (B88F2EA),HP,Oyun,NVIDIA GeForce RTX 5080,Intel Core Ultra 9 275HX,32.0,False,16.0,2560,1600,240.0,153099.04,,36430.0,,,36430.0,56321.0
29,Lenovo ThinkBook 16p G5 21N50024TRHMF33,Lenovo,İş/Mobil,NVIDIA GeForce RTX 4060,Intel Core i9-14900HX,48.0,False,16.0,3200,2000,165.0,103199.04,,19544.0,,,19544.0,45196.0
30,Lenovo ThinkBook 16p G5 21N50024TRHMF45,Lenovo,İş/Mobil,NVIDIA GeForce RTX 4060,Intel Core i9-14900HX,48.0,False,16.0,3200,2000,165.0,103199.04,,19544.0,,,19544.0,45196.0
31,Lenovo ThinkPad P16 G2 TP21FA000UTX18,Lenovo,İş/Mobil,NVIDIA RTX A4000,Intel Core i7-13850HX,48.0,False,16.0,2560,1600,165.0,190665.3,,19462.0,,,19462.0,36621.0
32,MSI Creator Z17 HX Studio A14VGT-255TR,MSI,İş/Mobil,NVIDIA GeForce RTX 4070 105W,Intel Core i9-14900HX,64.0,False,17.0,2560,1600,165.0,374399.0,,,19576.0,,19576.0,45196.0
33,Game Garaj Slayer5 9XL-5070TI C3,Game,Oyun,NVIDIA GeForce RTX 5070 Ti 140W,Intel Core Ultra 9 275HX,64.0,False,17.0,2560,1600,240.0,103999.26,,,21966.5,,21966.5,56321.0
34,Lenovo ThinkPad P16 G2 TP21FA000UTX25,Lenovo,İş/Mobil,NVIDIA RTX A4000,Intel Core i7-13850HX,128.0,False,16.0,2560,1600,165.0,201673.2,,19462.0,,,19462.0,36621.0
35,Asus ROG Strix G18 G815LW-S9119W,Asus,Oyun,NVIDIA GeForce RTX 5080,Intel Core Ultra 9 275HX,32.0,False,18.0,2560,1600,240.0,158501.0,,36430.0,,,36430.0,56321.0
36,MSI Vector 17 HX AI A2XWJG-079TR,MSI,Oyun,NVIDIA GeForce RTX 5090 175 W,Intel Core Ultra 9 275HX,32.0,False,17.0,2560,1600,240.0,176399.02,,,29521.0,,29521.0,56321.0
37,Asus ProArt P16 H7606WI-ME130W,Asus,İş/Mobil,NVIDIA GeForce RTX 4070,AMD Ryzen AI 9 HX 370,64.0,False,16.0,3840,2400,60.0,125195.0,,26926.0,,,26926.0,35174.0
38,Lenovo ThinkPad P16 G2 TP21FA000UTX10,Lenovo,İş/Mobil,NVIDIA RTX A4000,Intel Core i7-13850HX,128.0,False,16.0,2560,1600,165.0,205341.08,,19462.0,,,19462.0,36621.0
39,Asus ProArt P16 H7606WP-ME022W,Asus,İş/Mobil,NVIDIA GeForce RTX 5070,AMD Ryzen AI 9 HX 370,64.0,False,16.0,3840,2400,60.0,120899.0,,29031.0,,,29031.0,35174.0
40,Lenovo ThinkBook 16p G5 21N50024TRA18,Lenovo,İş/Mobil,NVIDIA GeForce RTX 4060,Intel Core i9-14900HX,64.0,False,16.0,3200,2000,165.0,94559.04,,19544.0,,,19544.0,45196.0
41,Casper Excalibur G920.1490-EX90H-E,Casper,Oyun,NVIDIA GeForce RTX 5090 175 W,Intel Core i9-14900HX,64.0,False,16.0,2560,1600,300.0,172271.03,,,29521.0,,29521.0,45196.0
42,Lenovo ThinkPad P16 G2 TP21FA000UTX06,Lenovo,İş/Mobil,NVIDIA RTX A4000,Intel Core i7-13850HX,64.0,False,16.0,2560,1600,165.0,188172.94,,19462.0,,,19462.0,36621.0
43,Game Garaj Slayer R9T3D-5070TI C2,Game,Oyun,NVIDIA GeForce RTX 5070 Ti 140W,AMD Ryzen 9 9955HX3D,64.0,False,16.0,2560,1600,300.0,99999.0,,,21966.5,,21966.5,61273.0
44,Lenovo ThinkBook 16p G5 21N50024TRA35,Lenovo,İş/Mobil,NVIDIA GeForce RTX 4060,Intel Core i9-14900HX,32.0,False,16.0,3200,2000,165.0,100175.04,,19544.0,,,19544.0,45196.0
45,Lenovo Legion 9 83G00010TR,Lenovo,Oyun,NVIDIA GeForce RTX 4090 175W,Intel Core i9-14900HX,64.0,False,16.0,3200,2000,165.0,219999.0,,,27214.0,,27214.0,45196.0
46,Game Garaj Slayer R9T-5070Ti C2,Game,Oyun,NVIDIA GeForce RTX 5070 Ti 140W,AMD Ryzen 9 9955HX,64.0,False,16.0,2560,1600,300.0,88998.72,,,21966.5,,21966.5,56825.0
47,MSI Vector A18 HX A9WIG-093TR,MSI,Oyun,NVIDIA GeForce RTX 5080 175 W,AMD Ryzen 9 9955HX,32.0,False,18.0,2560,1600,240.0,135299.48,,,27371.0,,27371.0,56825.0
48,MSI Vector 16 HX AI A2XWIG-089TR,MSI,Oyun,NVIDIA GeForce RTX 5080 175 W,Intel Core Ultra 9 275HX,32.0,False,16.0,2560,1600,240.0,131754.65,,,27371.0,,27371.0,56321.0
49,Monster Semruk S6 V1.1.1,Monster,Oyun,NVIDIA GeForce RTX 5080 175 W,Intel Core Ultra 9 275HX,32.0,False,16.0,2560,1600,300.0,189999.0,,,27371.0,,27371.0,56321.0
50,HP OMEN MAX Gaming 16-ah0023nt (B92QYEA),HP,Oyun,NVIDIA GeForce RTX 5080,Intel Core Ultra 9 275HX,32.0,False,16.0,2560,1600,240.0,119359.44,,36430.0,,,36430.0,56321.0
51,MSI Vector 17 HX AI A2XWHG-081TR,MSI,Oyun,NVIDIA GeForce RTX 5070 Ti 140W,Intel Core Ultra 9 275HX,32.0,False,17.0,2560,1600,240.0,125303.0,,,21966.5,,21966.5,56321.0
52,Lenovo ThinkBook 16p G5 21N50024TRHMF30,Lenovo,İş/Mobil,NVIDIA GeForce RTX 4060,Intel Core i9-14900HX,48.0,False,16.0,3200,2000,165.0,92879.04,,19544.0,,,19544.0,45196.0
53,Asus ROG Strix G18 G815LR-S9042W,Asus,Oyun,NVIDIA GeForce RTX 5070 Ti,Intel Core Ultra 9 275HX,32.0,False,18.0,2560,1600,240.0,166411.0,,32949.0,,,32949.0,56321.0
54,MSI Crosshair 18 HX AI A2XWGKG-032XTR,MSI,Oyun,NVIDIA GeForce RTX 5070 115W,Intel Core Ultra 9 275HX,64.0,False,18.0,2560,1600,240.0,102999.0,,,21966.5,,21966.5,56321.0
55,Lenovo ThinkPad P16 G2 TP21FA000UTX03,Lenovo,İş/Mobil,NVIDIA RTX A4000,Intel Core i7-13850HX,48.0,False,16.0,2560,1600,165.0,187676.18,,19462.0,,,19462.0,36621.0
56,Dell Precision M7680 XCTOP7680EMEA_VP2A11 (741035590509),Dell,İş/Mobil,NVIDIA RTX A5000,Intel Core i9-13950HX,64.0,False,16.0,1920,1200,60.0,247884.51,,22646.0,,,22646.0,41504.0
57,Dell Precision M7680 XCTOP7680EMEA_VP2A9 (741035590486),Dell,İş/Mobil,NVIDIA RTX A5000,Intel Core i9-13950HX,64.0,False,16.0,1920,1200,60.0,220472.01,,22646.0,,,22646.0,41504.0
58,Lenovo ThinkBook 16p G5 221N50024TR041,Lenovo,İş/Mobil,NVIDIA GeForce RTX 4060,Intel Core i9-14900HX,64.0,False,16.0,3200,2000,165.0,90623.04,,19544.0,,,19544.0,45196.0
59,Asus ROG Strix G18 G815LW-S9128,Asus,Oyun,NVIDIA GeForce RTX 5080,Intel Core Ultra 9 275HX,32.0,False,18.0,2560,1600,240.0,140717.22,,36430.0,,,36430.0,56321.0
60,Lenovo ThinkBook 16p G5 21N50024TRHMF47,Lenovo,İş/Mobil,NVIDIA GeForce RTX 4060,Intel Core i9-14900HX,64.0,False,16.0,3200,2000,165.0,90623.04,,19544.0,,,19544.0,45196.0
61,Lenovo ThinkPad P16 G2 21FA0005TX,Lenovo,İş/Mobil,NVIDIA RTX 4000 Ada Generation,Intel Core i9-13980HX,32.0,False,16.0,2560,1600,165.0,173304.0,,24004.0,,,24004.0,46333.0
62,Lenovo ThinkBook 16p G5 21N50024TRHMF59,Lenovo,İş/Mobil,NVIDIA GeForce RTX 4060,Intel Core i9-14900HX,64.0,False,16.0,3200,2000,165.0,90623.04,,19544.0,,,19544.0,45196.0
63,Dell Precision 7780 XCTOP7780EMEA-VP2A10,Dell,Genel Kullanım,NVIDIA RTX 5000 Ada Generation 175W,Intel Core i9-13950HX,64.0,False,17.3,1920,1080,60.0,253660.75,,,23599.0,,23599.0,41504.0
64,Lenovo ThinkPad P16 G2 TP21FA000UTX04,Lenovo,İş/Mobil,NVIDIA RTX A4000,Intel Core i7-13850HX,64.0,False,16.0,2560,1600,165.0,186498.52,,19462.0,,,19462.0,36621.0
65,MSI Raider GE78 HX 14VHG-659TR,MSI,Oyun,NVIDIA GeForce RTX 4080 175W,Intel Core i9-14900HX,64.0,False,17.0,2560,1600,240.0,269566.0,,,24903.0,,24903.0,45196.0
66,MSI Crosshair 18 HX AI A2XWGKG-014TR,MSI,Oyun,NVIDIA GeForce RTX 5070 115W,Intel Core Ultra 9 275HX,32.0,False,18.0,2560,1600,240.0,97899.0,,,21966.5,,21966.5,56321.0
67,MSI Vector A18 HX A9WHG-094TR,MSI,Oyun,NVIDIA GeForce RTX 5070 Ti 140W,AMD Ryzen 9 9955HX,32.0,False,18.0,2560,1600,240.0,115639.02,,,21966.5,,21966.5,56825.0
68,MSI Vector 18 HX AI A2XWIG-666XTR,MSI,Oyun,NVIDIA GeForce RTX 5080 175 W,Intel Core Ultra 9 275HX,32.0,False,18.0,2560,1600,240.0,132899.0,,,27371.0,,27371.0,56321.0
69,Lenovo ThinkBook 16p G5 221N50024TR04,Lenovo,İş/Mobil,NVIDIA GeForce RTX 4060,Intel Core i9-14900HX,32.0,False,16.0,3200,2000,165.0,98735.04,,19544.0,,,19544.0,45196.0
70,Casper Excalibur G911.1490-EX90A-D,Casper,Oyun,NVIDIA GeForce RTX 4090,Intel Core i9-14900HX,64.0,False,16.0,2560,1440,165.0,124999.0,,38185.0,,,38185.0,45196.0
71,MSI Crosshair 17 HX AI D2XWGKG-017TR,MSI,Oyun,NVIDIA GeForce RTX 5070 115W,Intel Core Ultra 9 275HX,32.0,False,17.0,2560,1600,240.0,113930.0,,,21966.5,,21966.5,56321.0
72,Lenovo Legion Pro 7 82WQ00AWTX,Lenovo,Oyun,NVIDIA GeForce RTX 4090 175W,Intel Core i9-13900HX,32.0,False,16.0,2560,1600,240.0,400000.0,,,27214.0,,27214.0,42986.0
73,Lenovo ThinkBook 16p G5 21N50024TRHMF51,Lenovo,İş/Mobil,NVIDIA GeForce RTX 4060,Intel Core i9-14900HX,48.0,False,16.0,3200,2000,165.0,90911.04,,19544.0,,,19544.0,45196.0
74,MSI Vector 16 HX AI A2XWGG-021TR,MSI,Oyun,NVIDIA GeForce RTX 5070,Intel Core Ultra 9 275HX,32.0,False,16.0,2560,1600,240.0,103999.0,,29031.0,,,29031.0,56321.0
75,Lenovo ThinkPad P16 G2 TP21FA000UTX02,Lenovo,İş/Mobil,NVIDIA RTX A4000,Intel Core i7-13850HX,48.0,False,16.0,2560,1600,165.0,176022.7,,19462.0,,,19462.0,36621.0
76,MSI Crosshair 16 HX AI D2XWFKG-093TR,MSI,Oyun,NVIDIA GeForce RTX 5060 115W,Intel Core Ultra 9 275HX,32.0,False,16.0,2560,1600,240.0,85445.06,,,18049.0,,18049.0,56321.0
77,Casper Excalibur G920.1490-DX90A-E,Casper,Oyun,NVIDIA GeForce RTX 5090 175 W,Intel Core i9-14900HX,32.0,False,16.0,2560,1600,300.0,165772.03,,,29521.0,,29521.0,45196.0
78,Asus ROG Strix Scar 18 G834JY-N6035,Asus,Oyun,NVIDIA GeForce RTX 4090 175W,Intel Core i9-13980HX,32.0,False,18.0,2560,1600,240.0,264326.0,,,27214.0,,27214.0,46333.0
79,Lenovo Legion 9 83AG000LTR,Lenovo,Oyun,NVIDIA GeForce RTX 4080 175W,Intel Core i9-13980HX,32.0,False,16.0,3200,2000,165.0,149997.0,,,24903.0,,24903.0,46333.0
80,Lenovo ThinkBook 16p G5 21N50024TRHMF24,Lenovo,İş/Mobil,NVIDIA GeForce RTX 4060,Intel Core i9-14900HX,48.0,False,16.0,3200,2000,165.0,88943.04,,19544.0,,,19544.0,45196.0
81,Lenovo Legion Pro 7 82WQ00AXTX,Lenovo,Oyun,NVIDIA GeForce RTX 4080 175W,Intel Core i9-13900HX,32.0,False,16.0,2560,1600,240.0,131520.0,,,24903.0,,24903.0,42986.0
82,Lenovo ThinkBook 16p G5 21N50024TRHMF48,Lenovo,İş/Mobil,NVIDIA GeForce RTX 4060,Intel Core i9-14900HX,48.0,False,16.0,3200,2000,165.0,88943.04,,19544.0,,,19544.0,45196.0
83,Lenovo ThinkBook 16p G5 21N50024TRHMF60,Lenovo,İş/Mobil,NVIDIA GeForce RTX 4060,Intel Core i9-14900HX,48.0,False,16.0,3200,2000,165.0,94049.0,,19544.0,,,19544.0,45196.0
84,MSI CreatorPro X18 HX A14VKSG-481TR,MSI,İş/Mobil,NVIDIA RTX 3500 Ada Generation,Intel Core i9-14900HX,64.0,False,18.0,3840,2400,120.0,212825.0,,,19708.0,,19708.0,45196.0
85,Asus ROG Strix G16 G614FR-S5061W,Asus,Oyun,NVIDIA GeForce RTX 5070 Ti 140W,AMD Ryzen 9 9955HX,32.0,False,16.0,2560,1600,240.0,137469.0,,,21966.5,,21966.5,56825.0
86,Game Garaj Slayer5 9XL-5070Ti,Game,Oyun,NVIDIA GeForce RTX 5070 Ti 140W,Intel Core Ultra 9 275HX,32.0,False,17.0,2560,1600,240.0,92159.04,,,21966.5,,21966.5,56321.0
87,Lenovo ThinkBook 16p G5 221N50024TR07,Lenovo,İş/Mobil,NVIDIA GeForce RTX 4060,Intel Core i9-14900HX,48.0,False,16.0,3200,2000,165.0,88943.04,,19544.0,,,19544.0,45196.0
88,Lenovo ThinkPad P16 G2 TP21FA000UTX01,Lenovo,İş/Mobil,NVIDIA RTX A4000,Intel Core i7-13850HX,48.0,False,16.0,2560,1600,165.0,174776.52,,19462.0,,,19462.0,36621.0
89,Asus ROG Strix G18 G815LR-S9156,Asus,Oyun,NVIDIA GeForce RTX 5070 Ti,Intel Core Ultra 9 275HX,32.0,False,18.0,2560,1600,240.0,140649.03,,32949.0,,,32949.0,56321.0
90,Casper Excalibur G911.1390-EX90X-C,Casper,Oyun,NVIDIA GeForce RTX 4090,Intel Core i9-13900HX,64.0,False,16.0,2560,1440,165.0,170000.0,,38185.0,,,38185.0,42986.0
91,Lenovo LOQ 15IRX9 83DV00G7TRP12,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i7-13650HX,64.0,False,15.6,1920,1080,144.0,71592.26,,,14411.0,,14411.0,30673.0
92,Lenovo ThinkBook 16p G5 221N50024TR034,Lenovo,İş/Mobil,NVIDIA GeForce RTX 4060,Intel Core i9-14900HX,32.0,False,16.0,3200,2000,165.0,89682.94,,19544.0,,,19544.0,45196.0
93,Game Garaj Slayer R9TS2-5070 C1,Game,Oyun,NVIDIA GeForce RTX 5070 115W,AMD Ryzen 9 8940HX,32.0,False,16.0,2560,1600,300.0,69999.0,,,21966.5,,21966.5,52121.0
94,Lenovo Legion Pro 7 83DE002KTR,Lenovo,Oyun,NVIDIA GeForce RTX 4090,Intel Core i9-14900HX,32.0,False,16.0,2560,1600,240.0,155997.0,,38185.0,,,38185.0,45196.0
95,Dell Precision M7680 XCTOP7680EMEA_VP2A8 (741035590479),Dell,İş/Mobil,NVIDIA RTX A5000,Intel Core i9-13950HX,64.0,False,16.0,1920,1200,60.0,242390.42,,22646.0,,,22646.0,41504.0
96,Dell Precision M7680 XCTOP7680EMEA_VP2A10 (741035590493),Dell,İş/Mobil,NVIDIA RTX A5000,Intel Core i9-13950HX,64.0,False,16.0,1920,1200,60.0,242669.78,,22646.0,,,22646.0,41504.0
97,Asus ROG Strix G16 G614FR-S5111,Asus,Oyun,NVIDIA GeForce RTX 5070 Ti 140W,AMD Ryzen 9 9955HX,32.0,False,16.0,2560,1600,240.0,111457.29,,,21966.5,,21966.5,56825.0
98,Dell Precision 7780 XCTOP7780EMEA-VP2A7,Dell,Genel Kullanım,NVIDIA RTX 5000 Ada Generation 175W,Intel Core i9-13950HX,64.0,False,17.3,1920,1080,60.0,247255.0,,,23599.0,,23599.0,41504.0
99,Game Garaj Slayer R9TS2-5060 C1,Game,Oyun,NVIDIA GeForce RTX 5060 115W,AMD Ryzen 9 8940HX,32.0,False,16.0,2560,1600,300.0,61999.0,,,18049.0,,18049.0,52121.0
100,Lenovo Legion Pro 7 83DE002LTR,Lenovo,Oyun,NVIDIA GeForce RTX 4080 175W,Intel Core i9-14900HX,32.0,False,16.0,2560,1600,240.0,129937.5,,,24903.0,,24903.0,45196.0
101,Game Garaj Slayer R9T-5060 C1,Game,Oyun,NVIDIA GeForce RTX 5060 115W,AMD Ryzen 9 8945HX,32.0,False,16.0,2560,1600,300.0,64999.0,,,18049.0,,18049.0,51777.0
102,Lenovo ThinkPad P16 G2 21FA000UTX,Lenovo,İş/Mobil,NVIDIA RTX A4000,Intel Core i7-13850HX,32.0,False,16.0,2560,1600,165.0,190278.0,,19462.0,,,19462.0,36621.0
103,Game Garaj Slayer R9T3D-5070Ti C1,Game,Oyun,NVIDIA GeForce RTX 5070 Ti 140W,AMD Ryzen 9 9955HX3D,32.0,False,16.0,2560,1600,300.0,93999.0,,,21966.5,,21966.5,61273.0
104,Lenovo ThinkBook 16p G5 221N50024TR017,Lenovo,İş/Mobil,NVIDIA GeForce RTX 4060,Intel Core i9-14900HX,32.0,False,16.0,3200,2000,165.0,85919.04,,19544.0,,,19544.0,45196.0
105,Dell Precision M7680 XCTOP7680EMEA_VP2A5 (741035590448),Dell,İş/Mobil,NVIDIA RTX A5000,Intel Core i9-13950HX,32.0,False,16.0,1920,1200,60.0,241645.48,,22646.0,,,22646.0,41504.0
106,Dell Precision M7680 XCTOP7680EMEA_VP2A3 (741035590424),Dell,İş/Mobil,NVIDIA RTX A5000,Intel Core i9-13950HX,32.0,False,16.0,1920,1200,60.0,242390.42,,22646.0,,,22646.0,41504.0
107,MSI Vector 16 HX AI A2XWIG-090XTR,MSI,Oyun,NVIDIA GeForce RTX 5080 175 W,Intel Core Ultra 9 275HX,16.0,False,16.0,2560,1600,240.0,118089.0,,,27371.0,,27371.0,56321.0
108,Game Garaj Slayer R9T-5070TI C1,Game,Oyun,NVIDIA GeForce RTX 5070 Ti 140W,AMD Ryzen 9 9955HX,32.0,False,16.0,2560,1600,300.0,84999.0,,,21966.5,,21966.5,56825.0
109,MSI Crosshair 16 HX AI D2XWGKG-047XTR,MSI,Oyun,NVIDIA GeForce RTX 5070 115W,Intel Core Ultra 9 275HX,32.0,False,16.0,2560,1600,240.0,99096.0,,,21966.5,,21966.5,56321.0
110,Casper Excalibur G920.1490-DX90X-E,Casper,Oyun,NVIDIA GeForce RTX 5090 175 W,Intel Core i9-14900HX,32.0,False,16.0,2560,1600,300.0,161504.03,,,29521.0,,29521.0,45196.0
111,Lenovo Legion 5 Pro 83DF00ALTR,Lenovo,Oyun,NVIDIA GeForce RTX 4070 140W,Intel Core i9-14900HX,32.0,False,16.0,2560,1600,240.0,129999.0,,,19576.0,,19576.0,45196.0
112,MSI Vector 17 HX A14VGG-229TR,MSI,Oyun,NVIDIA GeForce RTX 4070 140W,Intel Core i9-14900HX,32.0,False,17.0,2560,1600,240.0,169000.0,,,19576.0,,19576.0,45196.0
113,Dell Precision M7680 XCTOP7680EMEA_VP2A7 (741035590462),Dell,İş/Mobil,NVIDIA RTX A5000,Intel Core i9-13950HX,64.0,False,16.0,1920,1200,60.0,239876.18,,22646.0,,,22646.0,41504.0
114,Asus ROG Zephyrus G16 GU605CW-QR120W,Asus,Oyun,NVIDIA GeForce RTX 5070 Ti,Intel Core Ultra 9 285H,32.0,False,16.0,2560,1600,240.0,190999.0,,32949.0,,,32949.0,33936.0
115,Asus ROG Zephyrus G16 GU605CR-QR200W,Asus,Oyun,NVIDIA GeForce RTX 5070 Ti,Intel Core Ultra 9 285H,32.0,False,16.0,2560,1600,240.0,172681.0,,32949.0,,,32949.0,33936.0
116,Dell Precision 7780 XCTOP7780EMEA-VP2A6,Dell,Genel Kullanım,NVIDIA RTX 5000 Ada Generation 175W,Intel Core i9-13950HX,64.0,False,17.3,1920,1080,60.0,244512.0,,,23599.0,,23599.0,41504.0
117,Lenovo ThinkPad P16 G2 21FA0003TX,Lenovo,İş/Mobil,NVIDIA RTX 2000 Ada Generation,Intel Core i9-13980HX,16.0,False,16.0,2560,1600,165.0,145960.01,,17164.0,,,17164.0,46333.0
118,Lenovo LOQ 15IRX9,Lenovo,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-13650HX,40.0,False,15.6,1920,1080,144.0,59870.36,,19544.0,,,19544.0,30673.0
119,Asus ROG Strix G16 G614PR-RV052,Asus,Oyun,NVIDIA GeForce RTX 5070 Ti 140W,AMD Ryzen 9 8940HX,32.0,False,16.0,1920,1200,165.0,98799.0,,,21966.5,,21966.5,52121.0
120,MSI Stealth A16 AI+ A3XWHG-062TR,MSI,Oyun,NVIDIA GeForce RTX 5070 Ti,AMD Ryzen AI 9 HX 370,32.0,False,16.0,2560,1600,240.0,130566.68,,32949.0,,,32949.0,35174.0
