,name,Marka,GENEL BİLGİLER - Ürün Amacı,GPU Modeli,CPU Modeli,RAM Boyutu,Dokunmatik Ekran,Ekran Boyutu,Çözünürlük X,Çözünürlük Y,Yenileme Hz,price,G3D_L1,G3D_L2,G3D_L3,G3D_L4,GPU_PassMark_G3D,CPU_PassMark
493,HP Victus Gaming 16-s0053nt (892Q1EA),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 7840HS,16.0,False,16.1,1920,1080,144.0,44879.63,,,14411.0,,14411.0,28608.0
494,Lenovo ThinkPad E14 G6 21M70031TXP405,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,40.0,False,14.0,1920,1200,60.0,67776.55,,5506.0,,,5506.0,24826.0
495,HP Victus Gaming 16-r1075nt (9J276EA),HP,Oyun,NVIDIA GeForce RTX 4060,Intel Core i5-14500HX,16.0,False,16.1,1920,1080,144.0,43689.0,,19544.0,,,19544.0,29131.0
496,"Apple MacBook Pro 16.2"" M2 Max (12CPU/38GPU)",Apple,İş/Mobil,Apple M2 Max (38 Çekirdek GPU),Apple M2 Max (12CPU/38GPU),96.0,False,16.2,3456,2234,120.0,167908.0,,,,,,24299.0
497,Casper Excalibur G870.1362-DX60X-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core i7-13620H,32.0,False,15.6,1920,1080,60.0,55299.0,,20706.0,,,20706.0,24148.0
498,"Apple MacBook Pro 14.2"" M4 Pro (12CPU/16GPU)",Apple,İş/Mobil,Apple M4 Pro (16 Çekirdek GPU),Apple M4 Pro (12CPU/16GPU),24.0,False,14.2,3024,1964,120.0,80749.05,,,,,,32932.0
499,"Apple MacBook Pro 14.2"" M4 Pro (12CPU/16GPU)",Apple,İş/Mobil,Apple M4 Pro (16 Çekirdek GPU),Apple M4 Pro (12CPU/16GPU),24.0,False,14.2,3024,1964,120.0,84975.06,,,,,,32932.0
500,Lenovo Thinkpad E16 G2 21MA003MTXP20,Lenovo,İş/Mobil,Intel Graphics,Intel Core Ultra 5 125U,48.0,False,16.0,1920,1200,60.0,55670.4,,2161.5,,,2161.5,17366.0
501,Lenovo ThinkPad P16S G3 21KTS39RTX 024,Lenovo,İş/Mobil,NVIDIA RTX A500,Intel Core Ultra 7 155H,48.0,False,16.0,1920,1200,60.0,93014.4,,,,,,24826.0
502,Lenovo ThinkPad X1 Carbon 11 21HNSB4CY2 BT3,Lenovo,İş/Mobil,Intel Iris Xe Graphics Eligible,Intel Core i7-1355U,32.0,False,14.0,1920,1200,60.0,115890.0,,,,1971.0,1971.0,14252.0
503,HP Victus Gaming 16-s1022nt (9Z794EA),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,16.0,False,16.1,1920,1080,144.0,46443.6,,,14411.0,,14411.0,28471.0
504,HP Victus Gaming 16-s0005nt (7Z4Q7EA),HP,Oyun,NVIDIA GeForce RTX 4070,AMD Ryzen 7 7840HS,16.0,False,16.1,1920,1080,144.0,54999.0,,26926.0,,,26926.0,28608.0
505,MSI Cyborg 15 A13VF-892XTRA64,MSI,Oyun,NVIDIA GeForce RTX 4060 45W,Intel Core i7-13620H,16.0,False,15.6,1920,1080,144.0,69848.0,,,17452.0,,17452.0,24148.0
506,Dell G15 Gaming 5530 G155530012U Zi715,Dell,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-13650HX,32.0,False,15.6,1920,1080,60.0,74759.22,,19544.0,,,19544.0,30673.0
507,Dell G15 Gaming 5530 G155530012U Zi726,Dell,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-13650HX,32.0,False,15.6,1920,1080,60.0,75657.12,,19544.0,,,19544.0,30673.0
508,Lenovo LOQ 15IRX9 83LK002VTR002,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i7-13650HX,16.0,False,15.6,1920,1080,144.0,42239.04,,,14411.0,,14411.0,30673.0
509,Asus TUF Gaming A15 (2023) FA507NUR-LP034 (48GB/2TBSSD/W11P),Asus,Oyun,NVIDIA GeForce RTX 4050 140W,AMD Ryzen 7 7435HS,48.0,False,15.6,1920,1080,144.0,54442.0,,,14411.0,,14411.0,23336.0
510,Asus TUF Gaming A15 (2023) FA507NUR-LP034 (48GB/2TBSSD/W11H),Asus,Oyun,NVIDIA GeForce RTX 4050 140W,AMD Ryzen 7 7435HS,48.0,False,15.6,1920,1080,144.0,54442.0,,,14411.0,,14411.0,23336.0
511,Asus TUF Gaming A15 (2023) FA507NV-LP105 Zi734,Asus,Oyun,NVIDIA GeForce RTX 4060 140W,AMD Ryzen 5 7535HS,64.0,False,15.6,1920,1080,144.0,59782.07,,,17452.0,,17452.0,17910.0
512,Asus TUF Gaming A15 (2023) FA507NV-LP103 Zi734,Asus,Oyun,NVIDIA GeForce RTX 4060 140W,AMD Ryzen 5 7535HS,64.0,False,15.6,1920,1080,144.0,59782.07,,,17452.0,,17452.0,17910.0
513,Monster Tulpar T6 V2.1.2,Monster,Oyun,NVIDIA GeForce RTX 4070 105W,Intel Core Ultra 7 155H,32.0,False,16.0,2560,1600,240.0,72999.0,,,19576.0,,19576.0,24826.0
514,Casper Excalibur G870.1362-DF70A-C,Casper,Oyun,NVIDIA GeForce RTX 5070,Intel Core i7-13620H,32.0,False,15.6,1920,1080,60.0,88787.02,,29031.0,,,29031.0,24148.0
515,Casper Excalibur G870.1362-DF70R-C,Casper,Oyun,NVIDIA GeForce RTX 5070,Intel Core i7-13620H,32.0,False,15.6,1920,1080,60.0,90092.63,,29031.0,,,29031.0,24148.0
516,Lenovo ThinkBook 14 G6 IRL 21KG004NTR21,Lenovo,İş/Mobil,Intel Iris Xe Graphics,Intel Core i7-13700H,64.0,False,14.0,1920,1200,60.0,45119.04,,2641.0,,,2641.0,26358.0
517,Lenovo ThinkBook 14 G6 IRL 21KG004NTRH08,Lenovo,İş/Mobil,Intel Iris Xe Graphics,Intel Core i7-13700H,64.0,False,14.0,1920,1200,60.0,47518.08,,2641.0,,,2641.0,26358.0
518,Lenovo ThinkBook 14 G6 IRL 21KG004NTR ZI722,Lenovo,İş/Mobil,Intel Iris Xe Graphics,Intel Core i7-13700H,64.0,False,14.0,1920,1200,60.0,47518.08,,2641.0,,,2641.0,26358.0
519,Dell Latitude 3450 WN012L54501450,Dell,Genel Kullanım,Intel Iris Xe Graphics Eligible,Intel Core i5-1335U,96.0,False,14.0,1920,1080,60.0,54288.22,,,,1971.0,1971.0,14242.0
520,HP Victus Gaming 16-s1026nt (9Z796EA13),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,64.0,False,16.1,1920,1080,144.0,69374.88,,,14411.0,,14411.0,28471.0
521,Lenovo ThinkPad E14 G6 21M70031TX ZI735,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,64.0,False,14.0,1920,1200,60.0,58275.84,,5506.0,,,5506.0,24826.0
522,Lenovo ThinkPad E14 G6 21M70031TX ZI723,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,64.0,False,14.0,1920,1200,60.0,58275.84,,5506.0,,,5506.0,24826.0
523,Lenovo LOQ 15IAX9 83GS007XTR09,Lenovo,Oyun,NVIDIA GeForce RTX 4060 105W,Intel Core i5-12450HX,32.0,False,15.6,1920,1080,144.0,53099.0,,,17452.0,,17452.0,18228.0
524,Casper Excalibur G870.1362-DF60A-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core i7-13620H,32.0,False,15.6,1920,1080,60.0,62079.03,,20706.0,,,20706.0,24148.0
525,Casper Excalibur G870.1362-DF60R-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core i7-13620H,32.0,False,15.6,1920,1080,60.0,64051.04,,20706.0,,,20706.0,24148.0
526,Lenovo LOQ 15ARP9 83JC00ERTR,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,AMD Ryzen 7 7435HS,24.0,False,15.6,1920,1080,144.0,49999.0,,,14411.0,,14411.0,23336.0
527,Lenovo Thinkpad E16 G2 21MBSTKY42 BT102,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,32.0,False,16.0,1920,1200,60.0,70368.0,,5506.0,,,5506.0,24826.0
528,Casper Excalibur G880.1362-DX60X-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core i7-13620H,32.0,False,15.6,1920,1080,165.0,65862.03,,20706.0,,,20706.0,24148.0
529,Lenovo LOQ 15IAX9 83GS007WTR37,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i5-12450HX,32.0,False,15.6,1920,1080,144.0,43502.4,,,14411.0,,14411.0,18228.0
530,Casper Excalibur G880.1362-EF60R-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core i7-13620H,64.0,False,15.6,1920,1080,165.0,73525.03,,20706.0,,,20706.0,24148.0
531,MSI Thin 15 B12VE-1892XTRP443,MSI,Oyun,NVIDIA GeForce RTX 4050 45W,Intel Core i7-12650H,48.0,False,15.6,1920,1080,144.0,58641.1,,,14411.0,,14411.0,21884.0
532,MSI Thin 15 B12VE-1892XTRP393,MSI,Oyun,NVIDIA GeForce RTX 4050 45W,Intel Core i7-12650H,48.0,False,15.6,1920,1080,144.0,56551.02,,,14411.0,,14411.0,21884.0
533,Dell Precision 7780 XCTOP7780EMEA_VP1,Dell,Genel Kullanım,NVIDIA RTX 3500 Ada Generation,Intel Core i7-13850HX,32.0,False,17.3,1920,1080,60.0,142900.0,,,19708.0,,19708.0,36621.0
534,Lenovo Legion 5 Pro (16IAH7H) 82RF00N2TX,Lenovo,Oyun,NVIDIA GeForce RTX 3070 150W,Intel Core i7-12700H,16.0,False,16.0,2560,1600,165.0,72959.04,,,16501.0,,16501.0,25565.0
535,Dell Latitude 3450 N010L345014UP380,Dell,Genel Kullanım,Intel Iris Xe Graphics Eligible,Intel Core i7-1355U,96.0,False,14.0,1920,1080,60.0,64901.57,,,,1971.0,1971.0,14252.0
536,MSI Cyborg 15 A13VE-1478XTRP364,MSI,Oyun,NVIDIA GeForce RTX 4050 45W,Intel Core i5-13420H,40.0,False,15.6,1920,1080,144.0,48949.81,,,14411.0,,14411.0,17402.0
537,Lenovo LOQ 15ARP9 83JC006ATRA11,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,AMD Ryzen 7 7435HS,16.0,False,15.6,1920,1080,144.0,39999.0,,,14411.0,,14411.0,23336.0
538,Lenovo LOQ 15ARP9 83JC006ATRA8,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,AMD Ryzen 7 7435HS,16.0,False,15.6,1920,1080,144.0,40999.0,,,14411.0,,14411.0,23336.0
539,Lenovo LOQ 15IRX9 83DV00WVTR,Lenovo,Oyun,NVIDIA GeForce RTX 4060 115W,Intel Core i7-13650HX,16.0,False,15.6,1920,1080,144.0,49999.0,,,17452.0,,17452.0,30673.0
540,Lenovo LOQ 15IRX9 (16GB RAM / 512 SSD / FDOS),Lenovo,Oyun,NVIDIA GeForce RTX 4060 115W,Intel Core i7-13650HX,16.0,False,15.6,1920,1080,144.0,40499.0,,,17452.0,,17452.0,30673.0
541,HP Victus Gaming 16-s1022nt (9Z794EA Zi727),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,32.0,False,16.1,1920,1080,144.0,56185.92,,,14411.0,,14411.0,28471.0
542,HP Victus Gaming 16-s1026nt (9Z796EAW08),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,32.0,False,16.1,1920,1080,144.0,68090.16,,,14411.0,,14411.0,28471.0
543,HP Victus Gaming 16-s1026nt (9Z796EAH07),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,32.0,False,16.1,1920,1080,144.0,66805.44,,,14411.0,,14411.0,28471.0
544,Asus TUF Gaming A15 (2023) FA507NV-LP105 Zi720,Asus,Oyun,NVIDIA GeForce RTX 4060 140W,AMD Ryzen 5 7535HS,48.0,False,15.6,1920,1080,144.0,59243.72,,,17452.0,,17452.0,17910.0
545,Lenovo ThinkBook 14 G6 IRL 21KG004NTR ZI732,Lenovo,İş/Mobil,Intel Iris Xe Graphics,Intel Core i7-13700H,48.0,False,14.0,1920,1200,60.0,46974.72,,2641.0,,,2641.0,26358.0
546,HP Victus Gaming 16-s0018nt (7Z4M8EA)(64GB/512SSD/W11P),HP,Oyun,NVIDIA GeForce RTX 4060,AMD Ryzen 5 7640HS,64.0,False,16.1,1920,1080,144.0,54316.19,,19544.0,,,19544.0,22926.0
547,HP Victus Gaming 16-s0018nt (7Z4M8EA)(64GB/512SSD/W11H),HP,Oyun,NVIDIA GeForce RTX 4060,AMD Ryzen 5 7640HS,64.0,False,16.1,1920,1080,144.0,57122.11,,19544.0,,,19544.0,22926.0
548,Lenovo ThinkBook 14 G6 IRL 21KG004NTR ZI720,Lenovo,İş/Mobil,Intel Iris Xe Graphics,Intel Core i7-13700H,48.0,False,14.0,1920,1200,60.0,46974.72,,2641.0,,,2641.0,26358.0
549,HP Victus Gaming 16-r1064nt (9J266EA),HP,Oyun,NVIDIA GeForce RTX 4050,Intel Core i5-14500HX,16.0,False,16.1,1920,1080,144.0,41108.0,,,14411.0,,14411.0,29131.0
550,Dell G15 Gaming 5530 G155530013U16,Dell,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-13650HX,16.0,False,15.6,1920,1080,165.0,56224.92,,19544.0,,,19544.0,30673.0
551,HP Victus Gaming 16-r0009nt (7P6K6EA),HP,Oyun,NVIDIA GeForce RTX 4070,Intel Core i7-13700H,16.0,False,16.1,1920,1080,144.0,69409.14,,26926.0,,,26926.0,26358.0
552,MSI Cyborg 15 A13VF-892XTRK33,MSI,Oyun,NVIDIA GeForce RTX 4060 45W,Intel Core i7-13620H,32.0,False,15.6,1920,1080,144.0,56915.68,,,17452.0,,17452.0,24148.0
553,HP Victus Gaming 16-s0014nt (7Z4M5EA),HP,Oyun,NVIDIA GeForce RTX 4060,AMD Ryzen 7 7840HS,16.0,False,16.1,1920,1080,144.0,39747.96,,19544.0,,,19544.0,28608.0
554,Casper Excalibur G870.1362-BX60R-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core i7-13620H,16.0,False,15.6,1920,1080,60.0,65007.04,,20706.0,,,20706.0,24148.0
555,"Apple MacBook Pro 16.2"" M4 Max (14CPU/32GPU)",Apple,İş/Mobil,Apple M4 Max (32 Çekirdek GPU),Apple M4 Max (14CPU/32GPU),36.0,False,16.2,3456,2234,120.0,149999.0,,,,,,32932.0
556,"Apple MacBook Pro 16.2"" M4 Max (14CPU/32GPU)",Apple,İş/Mobil,Apple M4 Max (32 Çekirdek GPU),Apple M4 Max (14CPU/32GPU),36.0,False,16.2,3456,2234,120.0,142499.05,,,,,,32932.0
557,Lenovo LOQ 15IRX9 83DV0118TR,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i7-13650HX,12.0,False,15.6,1920,1080,144.0,37344.03,,,14411.0,,14411.0,30673.0
558,Asus TUF Gaming A15 (2023) FA507NUR-LP034Zi721,Asus,Oyun,NVIDIA GeForce RTX 4050 140W,AMD Ryzen 7 7435HS,64.0,False,15.6,1920,1080,144.0,52703.0,,,14411.0,,14411.0,23336.0
559,Asus TUF Gaming A15 (2023) FA507NUR-LP034-Zi733,Asus,Oyun,NVIDIA GeForce RTX 4050 140W,AMD Ryzen 7 7435HS,64.0,False,15.6,1920,1080,144.0,52703.0,,,14411.0,,14411.0,23336.0
560,Lenovo LOQ 15IRX9 83DV00AFTR (32GB/1TBSSD/W11H),Lenovo,Oyun,NVIDIA GeForce RTX 3050 95W,Intel Core i7-13650HX,32.0,False,15.6,1920,1080,144.0,62308.92,,,10171.0,,10171.0,30673.0
561,HP Victus Gaming 16-s0022nt (7Z588EA01),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 7840HS,16.0,False,16.1,1920,1080,144.0,45377.83,,,14411.0,,14411.0,28608.0
562,Lenovo LOQ 15IAX9 83GS007WTRA22,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i5-12450HX,8.0,False,15.6,1920,1080,144.0,44112.0,,,14411.0,,14411.0,18228.0
563,Lenovo LOQ 15IRX9 83DV00HTTR,Lenovo,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-13650HX,8.0,False,15.6,1920,1080,144.0,61839.95,,19544.0,,,19544.0,30673.0
564,Lenovo IdeaPad Gaming 3 82K202BRTX (64GB/4TBSSD/W11H),Lenovo,Oyun,NVIDIA GeForce RTX 2050,AMD Ryzen 5 5500H,64.0,False,15.6,1920,1080,144.0,46782.12,,7754.0,,,7754.0,11514.0
565,Acer Nitro 16 AN16-42,Acer,Oyun,NVIDIA GeForce RTX 4070 140W,AMD Ryzen 7 8845HS,64.0,False,16.0,2560,1600,165.0,78999.0,,,19576.0,,19576.0,28471.0
566,Lenovo LOQ 15ARP9 83JC00FJTR-321,Lenovo,Oyun,NVIDIA GeForce RTX 4060 105W,AMD Ryzen 7 7435HS,32.0,False,15.6,1920,1080,144.0,41185.23,,,17452.0,,17452.0,23336.0
567,Lenovo LOQ 15ARP9 83JC000UTR-321,Lenovo,Oyun,NVIDIA GeForce RTX 4060 105W,AMD Ryzen 7 7435HS,32.0,False,15.6,1920,1080,144.0,51839.04,,,17452.0,,17452.0,23336.0
568,Lenovo Thinkpad E16 G2 21MA003MTXF24,Lenovo,İş/Mobil,Intel Graphics,Intel Core Ultra 5 125U,64.0,False,16.0,1920,1200,60.0,53750.4,,2161.5,,,2161.5,17366.0
569,HP Victus Gaming 16-s0018nt (7Z4M8EA)(64GB/2TBSSD/DOS),HP,Oyun,NVIDIA GeForce RTX 4060,AMD Ryzen 5 7640HS,64.0,False,16.1,1920,1080,144.0,56280.88,,19544.0,,,19544.0,22926.0
570,HP Victus Gaming 16-r0028nt (7P6L2EA),HP,Oyun,NVIDIA GeForce RTX 4060,Intel Core i5-13500H,16.0,False,16.1,1920,1080,144.0,51999.0,,19544.0,,,19544.0,21327.0
571,HP Victus Gaming 16-s0007nt (7Z581EA),HP,Oyun,NVIDIA GeForce RTX 4070,AMD Ryzen 7 7840HS,16.0,False,16.1,1920,1080,144.0,51570.0,,26926.0,,,26926.0,28608.0
572,Lenovo LOQ 15IRX9 83DV0162TR,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i7-13650HX,16.0,False,15.6,1920,1080,144.0,46165.44,,,14411.0,,14411.0,30673.0
573,Monster Tulpar T7 V26.2.1,Monster,Oyun,NVIDIA GeForce RTX 5060 115W,Intel Core i7-13620H,16.0,False,17.3,1920,1080,144.0,66807.19,,,18049.0,,18049.0,24148.0
574,Lenovo LOQ 15IAX9 83GS007WTRA16,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i5-12450HX,8.0,False,15.6,1920,1080,144.0,44112.0,,,14411.0,,14411.0,18228.0
575,Lenovo LOQ 15IRX9 83DV00G7TRF01,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i7-13650HX,16.0,False,15.6,1920,1080,144.0,47388.37,,,14411.0,,14411.0,30673.0
576,Asus TUF Gaming A15 (2023) FA507NV-LP103 Zi721,Asus,Oyun,NVIDIA GeForce RTX 4060 140W,AMD Ryzen 5 7535HS,64.0,False,15.6,1920,1080,144.0,57896.39,,,17452.0,,17452.0,17910.0
577,HP Victus Gaming 16-r0065nt (8B5Y3EA)(16GB/2TB/W11H),HP,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-13700H,16.0,False,16.1,1920,1080,144.0,63606.68,,19544.0,,,19544.0,26358.0
578,MSI Cyborg 15 A13VF-892XTRK17,MSI,Oyun,NVIDIA GeForce RTX 4060 45W,Intel Core i7-13620H,32.0,False,15.6,1920,1080,144.0,62188.96,,,17452.0,,17452.0,24148.0
579,Asus TUF Gaming A15 (2023) FA507NV-LP103 ZI722,Asus,Oyun,NVIDIA GeForce RTX 4060 140W,AMD Ryzen 5 7535HS,64.0,False,15.6,1920,1080,144.0,59782.07,,,17452.0,,17452.0,17910.0
580,Lenovo ThinkBook 14 G6 IRL 21KG004NTR ZI733,Lenovo,İş/Mobil,Intel Iris Xe Graphics,Intel Core i7-13700H,64.0,False,14.0,1920,1200,60.0,45616.32,,2641.0,,,2641.0,26358.0
581,Lenovo ThinkBook 14 G6 IRL 21KG004NTR ZI721,Lenovo,İş/Mobil,Intel Iris Xe Graphics,Intel Core i7-13700H,64.0,False,14.0,1920,1200,60.0,45616.32,,2641.0,,,2641.0,26358.0
582,Monster Tulpar T6 V3.4.4,Monster,Oyun,NVIDIA GeForce RTX 5070 115W,Intel Core i7-13700HX,16.0,False,16.0,1920,1200,165.0,75917.4,,,21966.5,,21966.5,32551.0
583,Asus TUF Gaming A15 (2023) FA507NUR-LP034 Zi711,Asus,Oyun,NVIDIA GeForce RTX 4050 140W,AMD Ryzen 7 7435HS,64.0,False,15.6,1920,1080,144.0,54939.0,,,14411.0,,14411.0,23336.0
584,Lenovo ThinkPad P16S G3 21KTS39RTX 023,Lenovo,İş/Mobil,NVIDIA RTX A500,Intel Core Ultra 7 155H,40.0,False,16.0,1920,1200,60.0,91094.4,,,,,,24826.0
585,HP Victus Gaming 15-fb3006nt (B82WCEA),HP,Oyun,NVIDIA GeForce RTX 4060,AMD Ryzen 9 8945HS,16.0,False,15.6,1920,1080,144.0,46819.99,,19544.0,,,19544.0,29717.0
586,Lenovo LOQ 15AHP9 83DX008DTRP346,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,AMD Ryzen 5 8645HS,16.0,False,15.6,1920,1080,144.0,42447.5,,,14411.0,,14411.0,22433.0
587,Lenovo LOQ 15IAX9 83GS007XTR10,Lenovo,Oyun,NVIDIA GeForce RTX 4060 105W,Intel Core i5-12450HX,32.0,False,15.6,1920,1080,144.0,51099.0,,,17452.0,,17452.0,18228.0
588,MSI Cyborg 15 A13VF-892XTRA60,MSI,Oyun,NVIDIA GeForce RTX 4060 45W,Intel Core i7-13620H,8.0,False,15.6,1920,1080,144.0,68549.0,,,17452.0,,17452.0,24148.0
589,Lenovo LOQ 15IRX9 83DV00HSTR BT22,Lenovo,Oyun,NVIDIA GeForce RTX 3050 95W,Intel Core i7-13650HX,16.0,False,15.6,1920,1080,144.0,61789.68,,,10171.0,,10171.0,30673.0
590,Dell G15 Gaming 5530 G155530013 (24GB/4TBSSD/W11H),Dell,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-13650HX,24.0,False,15.6,1920,1080,60.0,70385.18,,19544.0,,,19544.0,30673.0
591,Dell G15 Gaming 5530 G155530013 (24GB/4TBSSD/W11P),Dell,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-13650HX,24.0,False,15.6,1920,1080,60.0,72962.8,,19544.0,,,19544.0,30673.0
592,Dell G15 Gaming 5530 G155530012U Zi730,Dell,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-13650HX,64.0,False,15.6,1920,1080,60.0,70542.11,,19544.0,,,19544.0,30673.0
593,HP ZBook Power 16 G11 (8T0U4EA),HP,İş/Mobil,NVIDIA RTX A1000,Intel Core Ultra 7 155H,32.0,False,16.0,1920,1200,60.0,89269.44,,10786.0,,,10786.0,24826.0
594,Lenovo Thinkpad E16 G2 21MA008XTX 009,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,96.0,False,16.0,1920,1200,60.0,52454.5,,5506.0,,,5506.0,24826.0
595,Lenovo Thinkpad E16 G2 21MA002UTXF33,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,96.0,False,16.0,1920,1200,60.0,72000.0,,5506.0,,,5506.0,24826.0
596,Lenovo ThinkPad E14 G6 21M8S0LRTX Zi721,Lenovo,İş/Mobil,Intel Graphics,Intel Core Ultra 7 155U,64.0,False,14.0,1920,1200,60.0,51889.92,,2161.5,,,2161.5,16331.0
597,Game Garaj Slayer2 10XL-3070TI C2,Game,Oyun,NVIDIA GeForce RTX 3070 Ti,Intel Core i7-12700H,32.0,False,17.3,1920,1080,360.0,46264.05,,23334.0,,,23334.0,25565.0
598,Lenovo LOQ 15AHP9 83DX00CLTR,Lenovo,Oyun,NVIDIA GeForce RTX 4060 115W,AMD Ryzen 5 8645HS,8.0,False,15.6,1920,1080,144.0,38997.0,,,17452.0,,17452.0,22433.0
599,Lenovo ThinkBook 14 G4 IML 21MX002VTRP10,Lenovo,İş/Mobil,Intel Graphics,Intel Core Ultra 7 155U,32.0,False,14.0,1920,1200,60.0,52498.95,,2161.5,,,2161.5,16331.0
600,Monster Abra A5 V22.1.1,Monster,Oyun,NVIDIA GeForce RTX 5050,Intel Core i7-13620H,16.0,False,15.6,1920,1080,144.0,56199.0,,17605.0,,,17605.0,24148.0
601,Monster Tulpar T6 V3.3.4,Monster,Oyun,NVIDIA GeForce RTX 5060 115W,Intel Core i7-13700HX,16.0,False,16.0,1920,1200,165.0,62199.0,,,18049.0,,18049.0,32551.0
602,MSI Thin 15 B12VE-1891XTRW49,MSI,Oyun,NVIDIA GeForce RTX 4050 45W,Intel Core i7-12650H,48.0,False,15.6,1920,1080,144.0,47529.03,,,14411.0,,14411.0,21884.0
603,Casper Nirvana S200.1362-EX00A-G-F,Casper,İş/Mobil,13.Nesil İşlemciler İçin Intel UHD Grafik,Intel Core i7-13620H,64.0,False,16.0,1920,1080,60.0,43358.03,,,,1053.0,1053.0,24148.0
604,Dell XPS 14 9440 XPS9440U7321OWP,Dell,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,32.0,False,14.5,3200,2000,120.0,98552.64,,5506.0,,,5506.0,24826.0
605,MSI Thin 15 B12VE-1892XTR,MSI,Oyun,NVIDIA GeForce RTX 4050 45W,Intel Core i7-12650H,64.0,False,15.6,1920,1080,144.0,49655.68,,,14411.0,,14411.0,21884.0
606,MSI Katana 15 B13VGK-1610TR,MSI,Oyun,NVIDIA GeForce RTX 4070 105W,Intel Core i7-13620H,16.0,False,15.6,1920,1080,144.0,62303.04,,,19576.0,,19576.0,24148.0
607,Lenovo LOQ 15ARP9 83JC006ATRA56,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,AMD Ryzen 7 7435HS,16.0,False,15.6,1920,1080,144.0,39999.0,,,14411.0,,14411.0,23336.0
608,Lenovo Thinkpad E16 G2 21MA002UTX 023,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,24.0,False,16.0,1920,1200,60.0,69120.0,,5506.0,,,5506.0,24826.0
609,Lenovo Thinkpad E16 G2 21MA002UTX 029,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,64.0,False,16.0,1920,1200,60.0,46079.04,,5506.0,,,5506.0,24826.0
610,Lenovo Thinkpad E16 G2 21MA002UTXH22,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,64.0,False,16.0,1920,1200,60.0,55478.4,,5506.0,,,5506.0,24826.0
611,Asus ROG Strix G16 G614JUA46-N3110A46,Asus,Oyun,NVIDIA GeForce RTX 4050 140W,Intel Core i7-13650HX,32.0,False,16.0,1920,1200,165.0,69899.0,,,14411.0,,14411.0,30673.0
612,HP ZBook Firefly 16 İnç G11 (5G421ES),HP,İş/Mobil,NVIDIA RTX A500,Intel Core Ultra 7 155H,16.0,False,16.0,1920,1200,60.0,74879.0,,,,,,24826.0
613,Lenovo ThinkBook 14 G4 IML 21MX002VTRA5,Lenovo,İş/Mobil,Intel Graphics,Intel Core Ultra 7 155U,32.0,False,14.0,1920,1200,60.0,52498.95,,2161.5,,,2161.5,16331.0
